MEPID	NAME_FULL	COUNTRY	NATIONAL_PARTY	GROUPE_ID	GENDER
101580	Constance LE GRIP	France	Les Républicains	PPE	F
1023	Jean-Marie LE PEN	France	Front national	NI	M
102886	Ildikó GÁLL-PELCZ	Hungary	Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt	PPE	F
102887	Béla KOVÁCS	Hungary	-	NI	M
102931	Keith TAYLOR	United Kingdom	Green Party	Verts/ALE	M
103246	Auke ZIJLSTRA	Netherlands	Partij voor de Vrijheid	NI	M
103381	Terry REINTKE	Germany	Bündnis 90/Die Grünen	Verts/ALE	F
103488	Sergio GUTIÉRREZ PRIETO	Spain	Partido Socialista Obrero Español	S&D	M
1037	Reimer BÖGE	Germany	Christlich Demokratische Union Deutschlands	PPE	M
1038	Karl-Heinz FLORENZ	Germany	Christlich Demokratische Union Deutschlands	PPE	M
103845	Virginie ROZIÈRE	France	Les radicaux de Gauche	S&D	F
1055	Godelieve QUISTHOUDT-ROWOHL	Germany	Christlich Demokratische Union Deutschlands	PPE	F
106202	Julia REID	United Kingdom	United Kingdom Independence Party	EFDD	F
107041	Heinz K. BECKER	Austria	Österreichische Volkspartei	PPE	M
107212	Andrey NOVAKOV	Bulgaria	Citizens for European Development of Bulgaria	PPE	M
107385	Sampo TERHO	Finland	Perussuomalaiset	ECR	M
108080	Franck PROUST	France	Les Républicains	PPE	M
109337	Philippe DE BACKER	Belgium	Open Vlaamse Liberalen en Democraten	ALDE	M
110977	Florian PHILIPPOT	France	Les Patriotes	EFDD	M
111011	Anthea McINTYRE	United Kingdom	Conservative Party	ECR	F
111014	Josef WEIDENHOLZER	Austria	Sozialdemokratische Partei Österreichs	S&D	M
111024	Jens NILSSON	Sweden	Arbetarepartiet- Socialdemokraterna	S&D	M
111027	Svetoslav Hristov MALINOV	Bulgaria	Democrats for Strong Bulgaria	PPE	M
111589	Inês Cristina ZUBER	Portugal	Partido Comunista Português	GUE/NGL	F
112611	Petri SARVAMAA	Finland	Kansallinen Kokoomus	PPE	M
112744	Tonino PICULA	Croatia	Socijaldemokratska partija Hrvatske	S&D	M
112748	Biljana BORZAN	Croatia	Socijaldemokratska partija Hrvatske	S&D	F
112753	Jozo RADOŠ	Croatia	Građansko-liberalni savez	ALDE	M
112755	Andrej PLENKOVIĆ	Croatia	Hrvatska demokratska zajednica	PPE	M
112788	Birgit COLLIN-LANGEN	Germany	Christlich Demokratische Union Deutschlands	PPE	F
113892	Eric ANDRIEU	France	Parti socialiste	S&D	M
113959	Martina ANDERSON	United Kingdom	Sinn Fein	GUE/NGL	F
114268	Nils TORVALDS	Finland	Svenska folkpartiet	ALDE	M
114279	Isabelle THOMAS	France	Génération.s, le mouvement	S&D	F
1164	Bruno GOLLNISCH	France	Front national	NI	M
117477	Mark DEMESMAEKER	Belgium	Nieuw-Vlaamse Alliantie	ECR	M
117491	Anneleen VAN BOSSUYT	Belgium	Nieuw-Vlaamse Alliantie	ECR	F
1179	Michèle ALLIOT-MARIE	France	Les Républicains	PPE	F
1185	Viviane REDING	Luxembourg	Parti chrétien social luxembourgeois	PPE	F
118658	Brian HAYES	Ireland	Fine Gael Party	PPE	M
118858	Marlene MIZZI	Malta	Partit Laburista	S&D	F
118859	Roberta METSOLA	Malta	Partit Nazzjonalista	PPE	F
119431	Ruža TOMAŠIĆ	Croatia	Hrvatska konzervativna stranka	ECR	F
119434	Dubravka ŠUICA	Croatia	Hrvatska demokratska zajednica	PPE	F
119435	Davor Ivo STIER	Croatia	Hrvatska demokratska zajednica	PPE	M
119436	Ivana MALETIĆ	Croatia	Hrvatska demokratska zajednica	PPE	F
1204	Alain LAMASSOURE	France	Indépendant	PPE	M
120478	Martina MICHELS	Germany	DIE LINKE.	GUE/NGL	F
122885	Rina Ronja KARI	Denmark	Folkebevægelsen mod EU	GUE/NGL	F
124287	Christine REVAULT D'ALLONNES BONNEFOY	France	Parti socialiste	S&D	F
124688	Christos STYLIANIDES	Cyprus	Democratic Rally	PPE	M
124689	Neoklis SYLIKIOTIS	Cyprus	Progressive Party of Working People - Left - New Forces	GUE/NGL	M
124691	Costas MAVRIDES	Cyprus	Democratic Party	S&D	M
124692	Demetris PAPADAKIS	Cyprus	Movement for Social Democracy EDEK	S&D	M
124693	Pascal DURAND	France	Europe Écologie	Verts/ALE	M
124695	Jan KELLER	Czech Republic	Česká strana sociálně demokratická	S&D	M
124696	Andrus ANSIP	Estonia	Eesti Reformierakond	ALDE	M
124697	Kaja KALLAS	Estonia	Eesti Reformierakond	ALDE	F
124698	Marju LAURISTIN	Estonia	Sotsiaaldemokraatlik Erakond	S&D	F
124699	Miroslav POCHE	Czech Republic	Česká strana sociálně demokratická	S&D	M
124700	Yana TOOM	Estonia	Eesti Keskerakond	ALDE	F
124701	Luděk NIEDERMAYER	Czech Republic	TOP 09 a Starostové	PPE	M
124702	Jaromír ŠTĚTINA	Czech Republic	TOP 09 a Starostové	PPE	M
124703	Tibor SZANYI	Hungary	Magyar Szocialista Párt	S&D	M
124704	Stanislav POLČÁK	Czech Republic	Starostové a nezávisli	PPE	M
124705	István UJHELYI	Hungary	Magyar Szocialista Párt	S&D	M
124706	Pavel TELIČKA	Czech Republic	Independent	ALDE	M
124707	Petr JEŽEK	Czech Republic	Independent	ALDE	M
124708	Dita CHARANZOVÁ	Czech Republic	ANO 2011	ALDE	F
124709	Martina DLABAJOVÁ	Czech Republic	ANO 2011	ALDE	F
124710	Michaela ŠOJDROVÁ	Czech Republic	Křesťanská a demokratická unie - Československá strana lidová	PPE	F
124711	Norbert ERDŐS	Hungary	Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt	PPE	M
124712	Andrea BOCSKOR	Hungary	Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt	PPE	F
124713	Tomáš ZDECHOVSKÝ	Czech Republic	Křesťanská a demokratická unie - Československá strana lidová	PPE	M
124714	Andor DELI	Hungary	Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt	PPE	M
124715	György HÖLVÉNYI	Hungary	Kereszténydemokrata Néppárt	PPE	M
124720	Tamás MESZERICS	Hungary	Lehet Más A Politika	Verts/ALE	M
124721	Benedek JÁVOR	Hungary	Együtt 2014 - Párbeszéd Magyarországért	Verts/ALE	M
124722	Csaba MOLNÁR	Hungary	Demokratikus Koalíció	S&D	M
124723	Péter NIEDERMÜLLER	Hungary	Demokratikus Koalíció	S&D	M
124725	Louis-Joseph MANSCOUR	France	Parti socialiste	S&D	M
124726	Henna VIRKKUNEN	Finland	Kansallinen Kokoomus	PPE	F
124727	Jussi HALLA-AHO	Finland	Perussuomalaiset	ECR	M
124728	Marc JOULAUD	France	Les Républicains	PPE	M
124729	Renaud MUSELIER	France	Les Républicains	PPE	M
124730	Fernando RUAS	Portugal	Partido Social Democrata	PPE	M
124731	Jérôme LAVRILLEUX	France	-	PPE	M
124732	Angélique DELAHAYE	France	Les Républicains	PPE	F
124733	Sofia RIBEIRO	Portugal	Partido Social Democrata	PPE	F
124734	Cláudia MONTEIRO DE AGUIAR	Portugal	Partido Social Democrata	PPE	F
124735	Miapetra KUMPULA-NATRI	Finland	Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti	S&D	F
124736	Merja KYLLÖNEN	Finland	Vasemmistoliitto	GUE/NGL	F
124737	Maria João RODRIGUES	Portugal	Partido Socialista	S&D	F
124738	Gilles LEBRETON	France	Rassemblement national	ENF	M
124739	Carlos ZORRINHO	Portugal	Partido Socialista	S&D	M
124740	Joëlle BERGERON	France	Sans étiquette	EFDD	F
124741	Ricardo SERRÃO SANTOS	Portugal	Partido Socialista	S&D	M
124742	António MARINHO E PINTO	Portugal	Partido Democrático Republicano	ALDE	M
124743	Artis PABRIKS	Latvia	-	PPE	M
124744	Guillaume BALAS	France	Génération.s, le mouvement	S&D	M
124745	Iveta GRIGULE-PĒTERSE	Latvia	Zaļo un Zemnieku savienība	EFDD	F
124746	Andrejs MAMIKINS	Latvia	"""Saskaņa"" sociāldemokrātiskā partija"	S&D	M
124747	Pedro SILVA PEREIRA	Portugal	Partido Socialista	S&D	M
124748	Marie-Christine ARNAUTU	France	Rassemblement national	ENF	F
124749	Marijana PETIR	Croatia	Independent	PPE	F
124750	Mireille D'ORNANO	France	Les Patriotes	EFDD	F
124751	Dominique MARTIN	France	Rassemblement national	ENF	M
124752	Aymeric CHAUPRADE	France	Les Français Libres	NI	M
124753	Marie-Christine BOUTONNET	France	Rassemblement national	ENF	F
124754	Ivan JAKOVČIĆ	Croatia	Istarski demokratski sabor - Dieta democratica istriana	ALDE	M
124755	Jean-Luc SCHAFFHAUSER	France	Rassemblement bleu Marine	ENF	M
124756	Davor ŠKRLEC	Croatia	Independent	Verts/ALE	M
124757	Steeve BRIOIS	France	Rassemblement national	ENF	M
124758	Mylène TROSZCZYNSKI	France	Rassemblement national	ENF	F
124759	Gabrielius LANDSBERGIS	Lithuania	Tėvynės sąjunga-Lietuvos krikščionys demokratai	PPE	M
124760	Nicolas BAY	France	Rassemblement national	ENF	M
124761	Bernard MONOT	France	Debout la France	EFDD	M
124763	Antanas GUOGA	Lithuania	Independent	PPE	M
124764	Giovanni TOTI	Italy	Forza Italia	PPE	M
124765	Joëlle MÉLIN	France	Rassemblement national	ENF	F
124766	Petras AUŠTREVIČIUS	Lithuania	Lietuvos Respublikos liberalų sąjūdis	ALDE	M
124767	Edouard FERRAND	France	Front national	NI	M
124768	Valentinas MAZURONIS	Lithuania	Independent	ALDE	M
124769	Sophie MONTEL	France	-	EFDD	F
124770	Jean-François JALKH	France	Rassemblement national	ENF	M
124771	Dominique BILDE	France	Rassemblement national	ENF	F
124772	Alberto CIRIO	Italy	Forza Italia	PPE	M
124773	Jean ARTHUIS	France	Union des Démocrates et Indépendants	ALDE	M
124776	Mady DELVAUX	Luxembourg	Parti ouvrier socialiste luxembourgeois	S&D	F
124777	Tiziana BEGHIN	Italy	Movimento 5 Stelle	EFDD	F
124778	Marco VALLI	Italy	Movimento 5 Stelle	EFDD	M
124779	Eleonora EVI	Italy	Movimento 5 Stelle	EFDD	F
124780	Marco ZANNI	Italy	Lega Nord	ENF	M
124781	Alfred SANT	Malta	Partit Laburista	S&D	M
124784	Dan NICA	Romania	Partidul Social Democrat	S&D	M
124785	Maria GRAPINI	Romania	Partidul Puterii Umaniste	S&D	F
124786	Damian DRĂGHICI	Romania	Independent	S&D	M
124787	Renata BRIANO	Italy	Partito Democratico	S&D	F
124788	Luigi MORGANO	Italy	Partito Democratico	S&D	M
124789	Sorin MOISĂ	Romania	Independent	S&D	M
124790	Doru-Claudian FRUNZULICĂ	Romania	Partidul Social Democrat	S&D	M
124791	Daniele VIOTTI	Italy	Partito Democratico	S&D	M
124792	Laurenţiu REBEGA	Romania	Independent	ENF	M
124793	Claudia ȚAPARDEL	Romania	Partidul Social Democrat	S&D	F
124794	Remo SERNAGIOTTO	Italy	Conservatori e Riformisti	ECR	M
124796	David BORRELLI	Italy	Movimento 5 Stelle	EFDD	M
124797	Marco AFFRONTE	Italy	Independent	Verts/ALE	M
124799	Alessandra MORETTI	Italy	Partito Democratico	S&D	
124800	Flavio ZANONATO	Italy	Articolo UNO – Movimento Democratico e Progressista	S&D	M
124801	Cécile Kashetu KYENGE	Italy	Partito Democratico	S&D	F
124802	Siegfried MUREŞAN	Romania	Partidul Naţional Liberal	PPE	M
124803	Isabella DE MONTE	Italy	Partito Democratico	S&D	F
124804	Elly SCHLEIN	Italy	-	S&D	F
124805	Mircea DIACONU	Romania	Independent	ALDE	M
124806	David McALLISTER	Germany	Christlich Demokratische Union Deutschlands	PPE	M
124807	Jens GIESEKE	Germany	Christlich Demokratische Union Deutschlands	PPE	M
124808	Norbert LINS	Germany	Christlich Demokratische Union Deutschlands	PPE	M
124809	Sven SCHULZE	Germany	Christlich Demokratische Union Deutschlands	PPE	M
124810	Barbara SPINELLI	Italy	Independent	GUE/NGL	F
124811	Laura AGEA	Italy	Movimento 5 Stelle	EFDD	F
124812	Fabio Massimo CASTALDO	Italy	Movimento 5 Stelle	EFDD	M
124813	Dario TAMBURRANO	Italy	Movimento 5 Stelle	EFDD	M
124814	Simona BONAFÈ	Italy	Partito Democratico	S&D	F
124815	Arne GERICKE	Germany	Freie Wähler	ECR	M
124816	Julia REDA	Germany	Piratenpartei Deutschland	Verts/ALE	F
124817	Enrico GASBARRA	Italy	Partito Democratico	S&D	M
124818	Klaus BUCHNER	Germany	Ökologisch-Demokratische Partei	Verts/ALE	M
124819	Goffredo Maria BETTINI	Italy	Partito Democratico	S&D	M
124820	Bernd LUCKE	Germany	Liberal-Conservative Refomists	ECR	M
124821	Nicola DANTI	Italy	Partito Democratico	S&D	M
124822	Dietmar KÖSTER	Germany	Sozialdemokratische Partei Deutschlands	S&D	M
124823	Hans-Olaf HENKEL	Germany	Liberal-Conservative Refomists	ECR	M
124824	Bernd KÖLMEL	Germany	Liberal-Conservative Refomists	ECR	M
124825	Beatrix von STORCH	Germany	Alternative für Deutschland	ECR	F
124826	Martina WERNER	Germany	Sozialdemokratische Partei Deutschlands	S&D	F
124827	Joachim STARBATTY	Germany	Liberal-Conservative Refomists	ECR	M
124828	Fulvio MARTUSCIELLO	Italy	Forza Italia	PPE	M
124829	Ulrike TREBESIUS	Germany	Liberal-Conservative Refomists	ECR	F
124830	Marcus PRETZELL	Germany	Die blaue Partei	ENF	M
124831	Isabella ADINOLFI	Italy	Movimento 5 Stelle	EFDD	F
124832	Udo VOIGT	Germany	Nationaldemokratische Partei Deutschlands	NI	M
124833	Laura FERRARA	Italy	Movimento 5 Stelle	EFDD	F
124834	Martin SONNEBORN	Germany	Die PARTEI	NI	M
124835	Rosa D'AMATO	Italy	Movimento 5 Stelle	EFDD	F
124836	Maria NOICHL	Germany	Sozialdemokratische Partei Deutschlands	S&D	F
124837	Joachim SCHUSTER	Germany	Sozialdemokratische Partei Deutschlands	S&D	M
124838	Susanne MELIOR	Germany	Sozialdemokratische Partei Deutschlands	S&D	F
124839	Arne LIETZ	Germany	Sozialdemokratische Partei Deutschlands	S&D	M
124840	Jakob von WEIZSÄCKER	Germany	Sozialdemokratische Partei Deutschlands	S&D	M
124841	Iris HOFFMANN	Germany	Sozialdemokratische Partei Deutschlands	S&D	F
124842	Daniela AIUTO	Italy	Movimento 5 Stelle	EFDD	F
124843	Tomislav DONCHEV	Bulgaria	Citizens for European Development of Bulgaria	PPE	M
124844	Piernicola PEDICINI	Italy	Movimento 5 Stelle	EFDD	M
124846	Pina PICIERNO	Italy	Partito Democratico	S&D	F
124847	Elena GENTILE	Italy	Partito Democratico	S&D	F
124848	Maria HEUBUCH	Germany	Bündnis 90/Die Grünen	Verts/ALE	F
124849	Massimo PAOLUCCI	Italy	Articolo UNO – Movimento Democratico e Progressista	S&D	M
124850	Emil RADEV	Bulgaria	Citizens for European Development of Bulgaria	PPE	M
124851	Nicola CAPUTO	Italy	Partito Democratico	S&D	M
124852	Sergei STANISHEV	Bulgaria	Bulgarian Socialist Party	S&D	M
124853	Salvatore Domenico POGLIESE	Italy	Forza Italia	PPE	M
124854	Salvatore CICU	Italy	Forza Italia	PPE	M
124855	Georgi PIRINSKI	Bulgaria	Bulgarian Socialist Party	S&D	M
124856	Ignazio CORRAO	Italy	Movimento 5 Stelle	EFDD	M
124857	Peter KOUROUMBASHEV	Bulgaria	-	S&D	M
124858	Fabio DE MASI	Germany	DIE LINKE.	GUE/NGL	M
124859	Giulia MOI	Italy	Movimento 5 Stelle	EFDD	F
124860	Renato SORU	Italy	Partito Democratico	S&D	M
124861	Caterina CHINNICI	Italy	Partito Democratico	S&D	F
124862	Ulrike MÜLLER	Germany	Freie Wähler	ALDE	F
124863	Stefan ECK	Germany	Independent	GUE/NGL	M
124864	Michela GIUFFRIDA	Italy	Partito Democratico	S&D	F
124866	Ilhan KYUCHYUK	Bulgaria	Movement for Rights and Freedoms	ALDE	M
124867	Brando BENIFEI	Italy	Partito Democratico	S&D	M
124868	Alessia Maria MOSCA	Italy	Partito Democratico	S&D	F
124869	Gianluca BUONANNO	Italy	Lega Nord	NI	M
124870	Jeppe KOFOD	Denmark	Socialdemokratiet	S&D	M
124871	Nikolay BAREKOV	Bulgaria	Reload Bulgaria Party	ECR	M
124872	Morten Helveg PETERSEN	Denmark	Det Radikale Venstre	ALDE	M
124873	Angel DZHAMBAZKI	Bulgaria	VMRO	ECR	M
124874	Bolesław G. PIECHA	Poland	Prawo i Sprawiedliwość	ECR	M
124875	Anders Primdahl VISTISEN	Denmark	Dansk Folkeparti	ECR	M
124876	Rikke-Louise KARLSSON	Denmark	Independent	ECR	F
124877	Jadwiga WIŚNIEWSKA	Poland	Prawo i Sprawiedliwość	ECR	F
124878	Jørn DOHRMANN	Denmark	Dansk Folkeparti	ECR	M
124879	Janusz KORWIN-MIKKE	Poland	Wolność	NI	M
124880	Ulla TØRNÆS	Denmark	Venstre, Danmarks Liberale Parti	ALDE	F
124881	Marek PLURA	Poland	Platforma Obywatelska	PPE	M
124882	Dawid Bohdan JACKIEWICZ	Poland	Prawo i Sprawiedliwość	ECR	M
124883	Krystyna ŁYBACKA	Poland	Sojusz Lewicy Demokratycznej	S&D	F
124884	Kosma ZŁOTOWSKI	Poland	Prawo i Sprawiedliwość	ECR	M
124886	Robert Jarosław IWASZKIEWICZ	Poland	Wolność	EFDD	M
124887	Karol KARSKI	Poland	Prawo i Sprawiedliwość	ECR	M
124888	Gabriele PREUSS	Germany	Sozialdemokratische Partei Deutschlands	S&D	F
124889	Agnieszka KOZŁOWSKA-RAJEWICZ	Poland	Platforma Obywatelska	PPE	F
124890	Adam SZEJNFELD	Poland	Platforma Obywatelska	PPE	M
124891	Zdzisław KRASNODĘBSKI	Poland	Bezpartyjny	ECR	M
124892	Marek JUREK	Poland	Prawica Rzeczypospolitej	ECR	M
124893	Bogdan Andrzej ZDROJEWSKI	Poland	Platforma Obywatelska	PPE	M
124894	Michał MARUSIK	Poland	Kongres Nowej Prawicy	NI	M
124895	Krzysztof HETMAN	Poland	Polskie Stronnictwo Ludowe	PPE	M
124896	Michał BONI	Poland	Platforma Obywatelska	PPE	M
124897	Stanisław OŻÓG	Poland	Prawo i Sprawiedliwość	ECR	M
124898	Julia PITERA	Poland	Platforma Obywatelska	PPE	F
124899	Andrzej DUDA	Poland	Prawo i Sprawiedliwość	ECR	M
124900	Beata GOSIEWSKA	Poland	Prawo i Sprawiedliwość	ECR	F
124901	Jana ŽITŇANSKÁ	Slovakia	NOVA	ECR	F
124902	Stanisław ŻÓŁTEK	Poland	Kongres Nowej Prawicy	NI	M
124903	Bogdan Brunon WENTA	Poland	Platforma Obywatelska	PPE	M
124926	József NAGY	Slovakia	MOST - HÍD	PPE	M
124927	Branislav ŠKRIPEK	Slovakia	OBYČAJNÍ ĽUDIA	ECR	M
124928	Richard SULÍK	Slovakia	Sloboda a Solidarita	ALDE	M
124929	Ivan ŠTEFANEC	Slovakia	Kresťanskodemokratické hnutie	PPE	M
124930	Pál CSÁKY	Slovakia	Strana mad'arskej komunity- Magyar Közösség Pártja	PPE	M
124932	Josep-Maria TERRICABRAS	Spain	Esquerra Republicana de Catalunya	Verts/ALE	M
124933	Ernest MARAGALL	Spain	Nova Esquerra Catalana	Verts/ALE	M
124934	Monika VANA	Austria	Die Grünen - Die Grüne Alternative	Verts/ALE	F
124935	Michel REIMON	Austria	Die Grünen - Die Grüne Alternative	Verts/ALE	M
124936	Maria ARENA	Belgium	Parti Socialiste	S&D	F
124937	Peter ERIKSSON	Sweden	Miljöpartiet de gröna	Verts/ALE	M
124938	Janice ATKINSON	United Kingdom	-	ENF	F
124939	Diane JAMES	United Kingdom	-	NI	F
124940	Patrick O'FLYNN	United Kingdom	United Kingdom Independence Party	EFDD	M
124941	Raymond FINCH	United Kingdom	United Kingdom Independence Party	EFDD	M
124942	Molly SCOTT CATO	United Kingdom	Green Party	Verts/ALE	F
124943	Andrew LEWER	United Kingdom	Conservative Party	ECR	M
124944	Clare MOODY	United Kingdom	Labour Party	S&D	F
124945	Margot PARKER	United Kingdom	United Kingdom Independence Party	EFDD	F
124947	Edouard MARTIN	France	Parti socialiste	S&D	M
124948	Siôn SIMON	United Kingdom	Labour Party	S&D	M
124949	Lucy ANDERSON	United Kingdom	Labour Party	S&D	F
124950	Jill SEYMOUR	United Kingdom	United Kingdom Independence Party	EFDD	F
124951	Bill ETHERIDGE	United Kingdom	Libertarian Party	EFDD	M
124952	Seb DANCE	United Kingdom	Labour Party	S&D	M
124953	Jude KIRTON-DARLING	United Kingdom	Labour Party	S&D	F
124954	Paul BRANNEN	United Kingdom	Labour Party	S&D	M
124955	Jane COLLINS	United Kingdom	United Kingdom Independence Party	EFDD	F
124956	Amjad BASHIR	United Kingdom	Conservative Party	ECR	M
124957	Mike HOOKEM	United Kingdom	United Kingdom Independence Party	EFDD	M
124958	Jonathan ARNOTT	United Kingdom	United Kingdom Independence Party	EFDD	M
124960	Ian DUNCAN	United Kingdom	Conservative Party	ECR	M
124961	Theresa GRIFFIN	United Kingdom	Labour Party	S&D	F
124962	Afzal KHAN	United Kingdom	Labour Party	S&D	M
124963	Julie WARD	United Kingdom	Labour Party	S&D	F
124964	Louise BOURS	United Kingdom	United Kingdom Independence Party	EFDD	F
