MEPID	NAME_FULL	COUNTRY	NATIONAL_PARTY	GROUPE_ID	GENDER
28307	Francisco ASSIS	Portugal	Partido Socialista	S&D	M
28308	Elisa FERREIRA	Portugal	Partido Socialista	S&D	F
28314	Anneli JÄÄTTEENMÄKI	Finland	Suomen Keskusta	ALDE	F
28316	Hannu TAKKULA	Finland	Suomen Keskusta	ALDE	M
28331	Jaromír KOHLÍČEK	Czech Republic	Komunistická strana Čech a Moravy	GUE/NGL	M
28334	Urszula KRUPA	Poland	Independent	ECR	F
28340	Patrizia TOIA	Italy	Partito Democratico	S&D	F
28341	Mirosław PIOTROWSKI	Poland	Niezależny	ECR	M
28346	Mercedes BRESSO	Italy	Partito Democratico	S&D	F
28353	Anna Elżbieta FOTYGA	Poland	Prawo i Sprawiedliwość	ECR	F
28365	Pier Antonio PANZERI	Italy	Articolo UNO – Movimento Democratico e Progressista	S&D	M
28372	Ryszard CZARNECKI	Poland	Prawo i Sprawiedliwość	ECR	M
28377	Lidia Joanna GERINGER de OEDENBERG	Poland	Bezpartyjna	S&D	F
28379	Adam GIEREK	Poland	Unia Pracy	S&D	M
28389	Zbigniew KUŹMIUK	Poland	Prawo i Sprawiedliwość	ECR	M
28390	Pilar del CASTILLO VERA	Spain	Partido Popular	PPE	F
28393	Luis de GRANDES PASCUAL	Spain	Partido Popular	PPE	M
28394	Dariusz ROSATI	Poland	Platforma Obywatelska	PPE	M
28397	Agustín DÍAZ DE MERA GARCÍA CONSUEGRA	Spain	Partido Popular	PPE	M
28398	Carlos ITURGAIZ	Spain	Partido Popular	PPE	M
28399	Antonio LÓPEZ-ISTÚRIZ WHITE	Spain	Partido Popular	PPE	M
28400	Francisco José MILLÁN MON	Spain	Partido Popular	PPE	M
28404	Matteo SALVINI	Italy	Lega Nord	NI	M
28424	Tunne KELAM	Estonia	Isamaa	PPE	M
28429	Alessandra MUSSOLINI	Italy	Independent	PPE	F
28451	Lorenzo CESA	Italy	Unione di Centro	PPE	M
28481	Sajjad KARIM	United Kingdom	Conservative Party	ECR	M
28497	Gerard BATTEN	United Kingdom	United Kingdom Independence Party	EFDD	M
28508	Alyn SMITH	United Kingdom	Scottish National Party	Verts/ALE	M
28586	Dimitrios PAPADIMOULIS	Greece	Coalition of the Radical Left	GUE/NGL	M
28615	Roberts ZĪLE	Latvia	"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK"""	ECR	M
28617	Inese VAIDERE	Latvia	"Partija ""VIENOTĪBA"""	PPE	F
28618	Valdis DOMBROVSKIS	Latvia	"Partija ""VIENOTĪBA"""	PPE	M
28619	Tatjana ŽDANOKA	Latvia	Latvijas Krievu savienība	Verts/ALE	F
29579	Marc TARABELLA	Belgium	Parti Socialiste	S&D	M
30190	Louis ALIOT	France	Front national	NI	M
30482	Younous OMARJEE	France	L'union pour les Outremer	GUE/NGL	M
33569	Syed KAMALL	United Kingdom	Conservative Party	ECR	M
33982	Marian-Jean MARINESCU	Romania	Partidul Naţional Liberal	PPE	M
33984	Ioan Mircea PAŞCU	Romania	Partidul Social Democrat	S&D	M
33989	Daciana Octavia SÂRBU	Romania	Independent	S&D	F
33997	Corina CREȚU	Romania	Partidul Social Democrat	S&D	F
34249	Filiz HYUSMENOVA	Bulgaria	Movement for Rights and Freedoms	ALDE	F
34250	Nedzhmi ALI	Bulgaria	Movement for Rights and Freedoms	ALDE	M
34728	Matthias GROOTE	Germany	Sozialdemokratische Partei Deutschlands	S&D	M
35135	Daniel DALTON	United Kingdom	Conservative Party	ECR	M
35743	Dame Glenis WILLMOTT	United Kingdom	Labour Party	S&D	F
36392	Aldo PATRICIELLO	Italy	Forza Italia	PPE	M
37229	Kati PIRI	Netherlands	Partij van de Arbeid	S&D	F
37312	Christel SCHALDEMOSE	Denmark	Socialdemokratiet	S&D	F
37324	Adina-Ioana VĂLEAN	Romania	Partidul Naţional Liberal	PPE	F
37448	Eduard-Raul HELLVIG	Romania	Partidul Naţional Liberal	PPE	M
38398	Esther de LANGE	Netherlands	Christen Democratisch Appèl	PPE	F
38420	Cristian-Silviu BUŞOI	Romania	Partidul Naţional Liberal	PPE	M
38511	Georg MAYER	Austria	Freiheitliche Partei Österreichs	NI	M
38596	Elisabeth MORIN-CHARTIER	France	Indépendant	PPE	F
38601	Vladimir URUTCHEV	Bulgaria	Citizens for European Development of Bulgaria	PPE	M
38605	Iliana IOTOVA	Bulgaria	Bulgarian Socialist Party	S&D	F
39711	Victor BOŞTINARU	Romania	Partidul Social Democrat	S&D	M
39713	Renate WEBER	Romania	ALDE Romania	ALDE	F
39717	Ramona Nicole MĂNESCU	Romania	-	PPE	F
39721	Theodor Dumitru STOLOJAN	Romania	Partidul Naţional Liberal	PPE	M
39724	Csaba SÓGOR	Romania	Uniunea Democrată Maghiară din România	PPE	M
39725	Iuliu WINKLER	Romania	Uniunea Democrată Maghiară din România	PPE	M
39726	László TŐKÉS	Hungary	Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt	PPE	M
40224	Andi CRISTEA	Romania	Partidul Social Democrat	S&D	M
40599	Sirpa PIETIKÄINEN	Finland	Kansallinen Kokoomus	PPE	F
4246	Othmar KARAS	Austria	Österreichische Volkspartei	PPE	M
4253	Frédérique RIES	Belgium	Mouvement Réformateur	ALDE	F
4262	Jo LEINEN	Germany	Sozialdemokratische Partei Deutschlands	S&D	M
4267	Udo BULLMANN	Germany	Sozialdemokratische Partei Deutschlands	S&D	M
4270	Marit PAULSEN	Sweden	Liberalerna	ALDE	F
4274	Olle SCHMIDT	Sweden	Folkpartiet liberalerna	ALDE	M
4275	Hans-Peter MAYER	Germany	Christlich Demokratische Union Deutschlands	PPE	M
4282	Renate SOMMER	Germany	Christlich Demokratische Union Deutschlands	PPE	F
4289	Angelika NIEBLER	Germany	Christlich-Soziale Union in Bayern e.V.	PPE	F
4319	Pilar AYUSO	Spain	Partido Popular	PPE	F
4334	Elena VALENCIANO	Spain	Partido Socialista Obrero Español	S&D	F
4335	Marielle de SARNEZ	France	Mouvement Démocrate	ALDE	F
4338	Thierry CORNILLET	France	Mouvement Radical	ALDE	M
4345	Tokia SAÏFI	France	Agir - La Droite constructive	PPE	F
4432	Claude TURMES	Luxembourg	Déi Gréng - Les Verts	Verts/ALE	M
4436	Gianni PITTELLA	Italy	Partito Democratico	S&D	M
4465	Raffaele FITTO	Italy	Conservatori e Riformisti	ECR	M
4507	Bas BELDER	Netherlands	Staatkundig Gereformeerde Partij	ECR	M
4513	Geoffrey VAN ORDEN	United Kingdom	Conservative Party	ECR	M
4516	Roger HELMER	United Kingdom	United Kingdom Independence Party	EFDD	M
4519	Claude MORAES	United Kingdom	Labour Party	S&D	M
4521	Charles TANNOCK	United Kingdom	Conservative Party	ECR	M
4525	Nigel FARAGE	United Kingdom	United Kingdom Independence Party	EFDD	M
4531	Jean LAMBERT	United Kingdom	Green Party	Verts/ALE	F
4533	Neena GILL	United Kingdom	Labour Party	S&D	F
4542	Timothy KIRKHOPE	United Kingdom	Conservative Party	ECR	M
4545	Catherine STIHLER	United Kingdom	Labour Party	S&D	F
4550	Jill EVANS	United Kingdom	Plaid Cymru - Party of Wales	Verts/ALE	F
4553	Jacqueline FOSTER	United Kingdom	Conservative Party	ECR	F
4555	Daniel HANNAN	United Kingdom	Conservative Party	ECR	M
4556	Nirj DEVA	United Kingdom	Conservative Party	ECR	M
4751	Bart STAES	Belgium	Groen	Verts/ALE	M
5565	Brice HORTEFEUX	France	Les Républicains	PPE	M
5729	Kathleen VAN BREMPT	Belgium	Socialistische Partij.Anders	S&D	F
5846	Mary HONEYBALL	United Kingdom	Labour Party	S&D	F
58758	Elisabetta GARDINI	Italy	Forza Italia	PPE	F
58789	Jan HUITEMA	Netherlands	Volkspartij voor Vrijheid en Democratie	ALDE	M
72754	Innocenzo LEONTINI	Italy	Forza Italia	PPE	M
72775	Rachida DATI	France	Les Républicains	PPE	F
72779	Nadine MORANO	France	Les Républicains	PPE	F
840	Charles GOERENS	Luxembourg	Parti démocratique	ALDE	M
84175	Petr MACH	Czech Republic	Strana svobodných občanů	EFDD	M
88882	Victor NEGRESCU	Romania	Partidul Social Democrat	S&D	M
90110	Carolina PUNSET	Spain	Ciudadanos – Partido de la Ciudadanía	ALDE	F
93624	Ulrike RODUST	Germany	Sozialdemokratische Partei Deutschlands	S&D	F
94282	Jean-Paul DENANOT	France	Parti socialiste	S&D	M
95074	Jeroen LENAERS	Netherlands	Christen Democratisch Appèl	PPE	M
95281	Viorica DĂNCILĂ	Romania	Partidul Social Democrat	S&D	F
96272	Pavel SVOBODA	Czech Republic	Křesťanská a demokratická unie - Československá strana lidová	PPE	M
96603	Nessa CHILDERS	Ireland	Independent	S&D	F
96646	Helmut SCHOLZ	Germany	DIE LINKE.	GUE/NGL	M
96648	Philippe LAMBERTS	Belgium	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Verts/ALE	M
96651	Eduard KUKAN	Slovakia	Independent	PPE	M
96655	Monika SMOLKOVÁ	Slovakia	SMER-Sociálna demokracia	S&D	F
96656	Boris ZALA	Slovakia	SMER-Sociálna demokracia	S&D	M
96661	Krisztina MORVAI	Hungary	-	NI	F
96663	Morten MESSERSCHMIDT	Denmark	Dansk Folkeparti	ECR	M
96668	Seán KELLY	Ireland	Fine Gael Party	PPE	M
96670	Louis MICHEL	Belgium	Mouvement Réformateur	ALDE	M
96672	Marita ULVSKOG	Sweden	Arbetarepartiet- Socialdemokraterna	S&D	F
96673	Olle LUDVIGSSON	Sweden	Arbetarepartiet- Socialdemokraterna	S&D	M
96674	Anna Maria CORAZZA BILDT	Sweden	Moderaterna	PPE	F
96676	Christian ENGSTRÖM	Sweden	Piratpartiet	Verts/ALE	M
96677	Cecilia WIKSTRÖM	Sweden	Liberalerna	ALDE	F
96680	Zigmantas BALČYTIS	Lithuania	Lietuvos socialdemokratų partija	S&D	M
96681	Vilija BLINKEVIČIŪTĖ	Lithuania	Lietuvos socialdemokratų partija	S&D	F
96684	Liisa JAAKONSAARI	Finland	Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti	S&D	F
96694	Rolandas PAKSAS	Lithuania	Partija Tvarka ir teisingumas	EFDD	M
96696	Algirdas SAUDARGAS	Lithuania	Tėvynės sąjunga-Lietuvos krikščionys demokratai	PPE	M
96697	Valdemar TOMAŠEVSKI	Lithuania	Lietuvos lenkų rinkimų akcija – Krikščioniškų šeimų sąjunga	ECR	M
96698	Viktor USPASKICH	Lithuania	Darbo partija	ALDE	M
96705	Bendt BENDTSEN	Denmark	Det Konservative Folkeparti	PPE	M
96706	João FERREIRA	Portugal	Partido Comunista Português	GUE/NGL	M
96709	Morten LØKKEGAARD	Denmark	Venstre, Danmarks Liberale Parti	ALDE	M
96710	Jens ROHDE	Denmark	Det Radikale Venstre	ALDE	M
96713	Evžen TOŠENOVSKÝ	Czech Republic	Občanská demokratická strana	ECR	M
96715	Pavel POC	Czech Republic	Česká strana sociálně demokratická	S&D	M
96718	Olga SEHNALOVÁ	Czech Republic	Česká strana sociálně demokratická	S&D	F
96725	Bas EICKHOUT	Netherlands	GroenLinks	Verts/ALE	M
96728	Barbara LOCHBIHLER	Germany	Bündnis 90/Die Grünen	Verts/ALE	F
96729	Santiago FISAS AYXELÀ	Spain	Partido Popular	PPE	M
96730	Sven GIEGOLD	Germany	Bündnis 90/Die Grünen	Verts/ALE	M
96734	Ska KELLER	Germany	Bündnis 90/Die Grünen	Verts/ALE	F
96735	Patrick LE HYARIC	France	Front de Gauche	GUE/NGL	M
96736	Jan Philipp ALBRECHT	Germany	Bündnis 90/Die Grünen	Verts/ALE	M
96739	Reinhard BÜTIKOFER	Germany	Bündnis 90/Die Grünen	Verts/ALE	M
96740	Yannick JADOT	France	Europe Écologie	Verts/ALE	M
96742	Jean-Luc MÉLENCHON	France	Front de Gauche	GUE/NGL	M
96743	Michèle RIVASI	France	Europe Écologie	Verts/ALE	F
96744	José BOVÉ	France	Europe Écologie	Verts/ALE	M
96747	Arnaud DANJEAN	France	Les Républicains	PPE	M
96748	Dennis de JONG	Netherlands	Socialistische Partij	GUE/NGL	M
96751	Nick GRIFFIN	United Kingdom	British National Party	NI	M
96752	Martin HÄUSLING	Germany	Bündnis 90/Die Grünen	Verts/ALE	M
96754	Wim van de CAMP	Netherlands	Christen Democratisch Appèl	PPE	M
96756	Sabine VERHEYEN	Germany	Christlich Demokratische Union Deutschlands	PPE	F
96761	Axel VOSS	Germany	Christlich Demokratische Union Deutschlands	PPE	M
96762	Joachim ZELLER	Germany	Christlich Demokratische Union Deutschlands	PPE	M
96763	Pablo ZALBA BIDEGAIN	Spain	Partido Popular	PPE	M
96764	Hermann WINKLER	Germany	Christlich Demokratische Union Deutschlands	PPE	M
96765	Verónica LOPE FONTAGNÉ	Spain	Partido Popular	PPE	F
96767	Werner KUHN	Germany	Christlich Demokratische Union Deutschlands	PPE	M
96768	Enrique GUERRERO SALOM	Spain	Partido Socialista Obrero Español	S&D	M
96771	Jarosław KALINOWSKI	Poland	Polskie Stronnictwo Ludowe	PPE	M
96772	Peter JAHR	Germany	Christlich Demokratische Union Deutschlands	PPE	M
96774	Jarosław WAŁĘSA	Poland	Platforma Obywatelska	PPE	M
96775	Lara COMI	Italy	Forza Italia	PPE	F
96776	Róża Gräfin von THUN UND HOHENSTEIN	Poland	Platforma Obywatelska	PPE	F
96779	Danuta Maria HÜBNER	Poland	Platforma Obywatelska	PPE	F
96780	Monika HOHLMEIER	Germany	Christlich-Soziale Union in Bayern e.V.	PPE	F
96781	Danuta JAZŁOWIECKA	Poland	Platforma Obywatelska	PPE	F
96784	Janusz ZEMKE	Poland	Sojusz Lewicy Demokratycznej - Unia Pracy	S&D	M
96787	Herbert DORFMANN	Italy	Südtiroler Volkspartei	PPE	M
96790	Marek Józef GRÓBARCZYK	Poland	Prawo i Sprawiedliwość	ECR	M
96791	Elżbieta Katarzyna ŁUKACIJEWSKA	Poland	Platforma Obywatelska	PPE	F
96796	Ryszard Antoni LEGUTKO	Poland	Prawo i Sprawiedliwość	ECR	M
96801	Tomasz Piotr PORĘBA	Poland	Prawo i Sprawiedliwość	ECR	M
96805	Paul NUTTALL	United Kingdom	United Kingdom Independence Party	EFDD	M
96806	Teresa JIMÉNEZ-BECERRIL BARRIO	Spain	Partido Popular	PPE	F
96809	Peter van DALEN	Netherlands	ChristenUnie	ECR	M
96811	Rosa ESTARÀS FERRAGUT	Spain	Partido Popular	PPE	F
96812	Juan Fernando LÓPEZ AGUILAR	Spain	Partido Socialista Obrero Español	S&D	M
96813	Barbara MATERA	Italy	Forza Italia	PPE	F
96815	Judith SARGENTINI	Netherlands	GroenLinks	Verts/ALE	F
96816	Giovanni LA VIA	Italy	Alternativa Popolare	PPE	M
96820	Marisa MATIAS	Portugal	Bloco de Esquerda	GUE/NGL	F
96824	Monica MACOVEI	Romania	Independent	PPE	F
96825	Norica NICOLAI	Romania	ALDE Romania	ALDE	F
96826	Tamás DEUTSCH	Hungary	Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt	PPE	M
96829	Ádám KÓSA	Hungary	Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt	PPE	M
96831	Jutta STEINRUCK	Germany	Sozialdemokratische Partei Deutschlands	S&D	F
96833	Jens GEIER	Germany	Sozialdemokratische Partei Deutschlands	S&D	M
96835	Traian UNGUREANU	Romania	Partidul Naţional Liberal	PPE	M
96836	Peter SIMON	Germany	Sozialdemokratische Partei Deutschlands	S&D	M
96837	Petra KAMMEREVERT	Germany	Sozialdemokratische Partei Deutschlands	S&D	F
96838	Cristian Dan PREDA	Romania	Independent	PPE	M
96839	Kerstin WESTPHAL	Germany	Sozialdemokratische Partei Deutschlands	S&D	F
96840	Knut FLECKENSTEIN	Germany	Sozialdemokratische Partei Deutschlands	S&D	M
96842	Ismail ERTUG	Germany	Sozialdemokratische Partei Deutschlands	S&D	M
96844	Norbert NEUSER	Germany	Sozialdemokratische Partei Deutschlands	S&D	M
96847	Claudiu Ciprian TĂNĂSESCU	Romania	Partidul Social Democrat	S&D	M
96848	Mariya GABRIEL	Bulgaria	Citizens for European Development of Bulgaria	PPE	F
96849	Alain CADEC	France	Les Républicains	PPE	M
96851	Thomas HÄNDEL	Germany	DIE LINKE.	GUE/NGL	M
96852	Cornelia ERNST	Germany	DIE LINKE.	GUE/NGL	F
96854	Sabine LÖSING	Germany	DIE LINKE.	GUE/NGL	F
96857	Cătălin Sorin IVAN	Romania	Independent	NI	M
96858	Marie-Christine VERGIAT	France	Front de Gauche	GUE/NGL	F
96864	David-Maria SASSOLI	Italy	Partito Democratico	S&D	M
96868	Karima DELLI	France	Europe Écologie	Verts/ALE	F
96870	Gesine MEISSNER	Germany	Freie Demokratische Partei	ALDE	F
96871	Michael THEURER	Germany	Freie Demokratische Partei	ALDE	M
96872	Nadja HIRSCH	Germany	Freie Demokratische Partei	ALDE	F
96876	Frank ENGEL	Luxembourg	Parti chrétien social luxembourgeois	PPE	M
96877	Zoltán BALCZÓ	Hungary	Jobbik Magyarországért Mozgalom	NI	M
96880	Andrea COZZOLINO	Italy	Partito Democratico	S&D	M
96882	Elisabeth KÖSTINGER	Austria	Österreichische Volkspartei	PPE	F
96883	Eva JOLY	France	Europe Écologie	Verts/ALE	F
96884	Philippe JUVIN	France	Les Républicains	PPE	M
96885	Dominique RIQUET	France	Mouvement Radical Social-Libéral	ALDE	M
96891	Paolo DE CASTRO	Italy	Partito Democratico	S&D	M
96892	Roberto GUALTIERI	Italy	Partito Democratico	S&D	M
96897	John Stuart AGNEW	United Kingdom	United Kingdom Independence Party	EFDD	M
96899	José Manuel FERNANDES	Portugal	Partido Social Democrata	PPE	M
96901	Krišjānis KARIŅŠ	Latvia	"Partija ""VIENOTĪBA"""	PPE	M
96903	Paulo RANGEL	Portugal	Partido Social Democrata	PPE	M
96907	Takis HADJIGEORGIOU	Cyprus	Progressive Party of Working People - Left - New Forces	GUE/NGL	M
96911	Tanja FAJON	Slovenia	Socialni demokrati	S&D	F
96912	David CAMPBELL BANNERMAN	United Kingdom	Conservative Party	ECR	M
96914	Anne DELVAUX	Belgium	Centre Démocrate Humaniste	PPE	F
96915	Sergio Gaetano COFFERATI	Italy	Sinistra Italiana	S&D	M
96917	Silvia COSTA	Italy	Partito Democratico	S&D	F
96918	Derek VAUGHAN	United Kingdom	Labour Party	S&D	M
96919	Emma McCLARKIN	United Kingdom	Conservative Party	ECR	F
96920	Kay SWINBURNE	United Kingdom	Conservative Party	ECR	F
96922	Izaskun BILBAO BARANDICA	Spain	Partido Nacionalista Vasco	ALDE	F
96931	Maurice PONGA	France	Les Républicains	PPE	M
96932	Birgit SIPPEL	Germany	Sozialdemokratische Partei Deutschlands	S&D	F
96933	Milan ZVER	Slovenia	Slovenska demokratska stranka	PPE	M
96934	Sandra KALNIETE	Latvia	"Partija ""VIENOTĪBA"""	PPE	F
96936	Gabriel MATO	Spain	Partido Popular	PPE	M
96937	Johannes Cornelis van BAALEN	Netherlands	Volkspartij voor Vrijheid en Democratie	ALDE	M
96940	Gerben-Jan GERBRANDY	Netherlands	Democraten 66	ALDE	M
96945	Marietje SCHAAKE	Netherlands	Democraten 66	ALDE	F
96948	Gilles PARGNEAUX	France	Parti socialiste	S&D	M
96949	Vicky FORD	United Kingdom	Conservative Party	ECR	F
96951	Diane DODDS	United Kingdom	Democratic Unionist Party	NI	F
96952	Sylvie GUILLAUME	France	Parti socialiste	S&D	F
96955	Catherine BEARDER	United Kingdom	Liberal Democrats	ALDE	F
96956	Julie GIRLING	United Kingdom	Conservative Party	ECR	F
96957	Ashley FOX	United Kingdom	Conservative Party	ECR	M
96958	William (The Earl of) DARTMOUTH	United Kingdom	United Kingdom Independence Party	EFDD	M
96978	Nuno MELO	Portugal	Partido Popular	PPE	M
96981	Franz OBERMAYR	Austria	Freiheitliche Partei Österreichs	NI	M
96991	Eider GARDIAZABAL RUBIAL	Spain	Partido Socialista Obrero Español	S&D	F
96993	Lorenzo FONTANA	Italy	Lega Nord	NI	M
96996	Giancarlo SCOTTÀ	Italy	Lega Nord	ENF	M
96997	Burkhard BALZ	Germany	Christlich Demokratische Union Deutschlands	PPE	M
96998	Evelyn REGNER	Austria	Sozialdemokratische Partei Österreichs	S&D	F
97014	Karin KADENBACH	Austria	Sozialdemokratische Partei Österreichs	S&D	F
97017	Ulrike LUNACEK	Austria	Die Grünen - Die Grüne Alternative	Verts/ALE	F
97019	Ivo VAJGL	Slovenia	DeSUS - Demokratična Stranka Upokojencev Slovenije	ALDE	M
97022	Robert ROCHEFORT	France	Mouvement Démocrate	ALDE	M
97025	Ivari PADAR	Estonia	Sotsiaaldemokraatlik Erakond	S&D	M
97058	Guy VERHOFSTADT	Belgium	Open Vlaamse Liberalen en Democraten	ALDE	M
97078	Ramón JÁUREGUI ATONDO	Spain	Partido Socialista Obrero Español	S&D	M
97136	Indrek TARAND	Estonia	Sõltumatu	Verts/ALE	M
97137	Sylvie GOULARD	France	La République en marche	ALDE	F
97198	Mara BIZZOTTO	Italy	Lega Nord	NI	F
97203	Ramon TREMOSA i BALCELLS	Spain	Partit Demòcrata Europeu i Català	ALDE	M
97293	Georges BACH	Luxembourg	Parti chrétien social luxembourgeois	PPE	M
97296	Michel DANTIN	France	Les Républicains	PPE	M
97513	Vicky MAEIJER	Netherlands	Partij voor de Vrijheid	NI	F
97968	Andrey KOVATCHEV	Bulgaria	Citizens for European Development of Bulgaria	PPE	M
98341	Eva MAYDELL	Bulgaria	Citizens for European Development of Bulgaria	PPE	F
99650	Tim AKER	United Kingdom	United Kingdom Independence Party	EFDD	M
